yourlist:M20190125216DA2B77BFBD2E6699CA9B6D1C41EB203BCDBR	Entry	Entry name	Status	Protein names	Gene names	Organism	Proteomes
I7GB23	I7GB23	I7GB23_MYCS2	unreviewed	Transmembrane ATP-binding protein ABC transporter	MSMEI_6376	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FV42	I7FV42	I7FV42_MYCS2	unreviewed	Transmembrane ATP-binding protein ABC transporter	MSMEI_6377	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFX0	I7GFX0	I7GFX0_MYCS2	unreviewed	Enoyl-CoA hydratase/isomerase (EC 4.2.1.17)	MSMEI_6380	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GB26	I7GB26	I7GB26_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_6381	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGJ4	I7GGJ4	I7GGJ4_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6383	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNE3	I7FNE3	I7FNE3_MYCS2	unreviewed	Nonspecific lipid-transfer protein	MSMEI_6384	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGJ5	I7GGJ5	I7GGJ5_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6388	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6J8	A0R6J8	Y6574_MYCS2	reviewed	UPF0678 fatty acid-binding protein-like protein MSMEG_6574/MSMEI_6396	MSMEG_6574 MSMEI_6396	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FV56	I7FV56	I7FV56_MYCS2	unreviewed	Lipase LipE	est MSMEI_6397	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGJ7	I7GGJ7	I7GGJ7_MYCS2	unreviewed	Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein	MSMEI_6398	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6K1	A0R6K1	A0R6K1_MYCS2	unreviewed	Methylmalonyl-CoA carboxyltransferase 12S subunit (EC 2.1.3.1)	MSMEG_6577	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GB40	I7GB40	I7GB40_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6401	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FV60	I7FV60	I7FV60_MYCS2	unreviewed	Transcriptional regulator, HxlR family	MSMEI_6402	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNG4	I7FNG4	I7FNG4_MYCS2	unreviewed	Putative esterase	MSMEI_6404	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GB42	I7GB42	I7GB42_MYCS2	unreviewed	Acyl-CoA dehydrogenase	MSMEI_6406	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6K9	A0R6K9	A0R6K9_MYCS2	unreviewed	Acyl-CoA dehydrogenase	MSMEG_6585	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R6L1	A0R6L1	A0R6L1_MYCS2	unreviewed	Fumarylacetoacetate	MSMEG_6588	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R6L2	A0R6L2	A0R6L2_MYCS2	unreviewed	ATP-dependent helicase HrpA	hrpA MSMEG_6587	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FV73	I7FV73	I7FV73_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6412	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGK0	I7GGK0	I7GGK0_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_6413	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNH7	I7FNH7	I7FNH7_MYCS2	unreviewed	Aminotransferase class V	MSMEI_6414	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6L7	A0R6L7	A0R6L7_MYCS2	unreviewed	ATP-binding protein	MSMEG_6593	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GB52	I7GB52	I7GB52_MYCS2	unreviewed	Polar amino acid ABC transporter, inner membrane subunit	MSMEI_6416	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FV77	I7FV77	I7FV77_MYCS2	unreviewed	Glutamine ABC transporter, glutamine-binding periplasmic protein	MSMEI_6417	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNI1	I7FNI1	I7FNI1_MYCS2	unreviewed	OsmC-like family protein	MSMEI_6419	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFZ2	I7GFZ2	I7GFZ2_MYCS2	unreviewed	Putative luciferase-like oxidoreductase	MSMEI_6425	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVB3	I7FVB3	I7FVB3_MYCS2	unreviewed	PadR-like family transcriptional regulator	MSMEI_6427	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGK3	I7GGK3	I7GGK3_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_6428	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGK4	I7GGK4	I7GGK4_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6433	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6N5	A0R6N5	A0R6N5_MYCS2	unreviewed	ATPase, MoxR family protein	moxR MSMEG_6612	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R6N8	A0R6N8	A0R6N8_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6615	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GGK5	I7GGK5	I7GGK5_MYCS2	unreviewed	Alcohol dehydrogenase GroES-like protein (EC 1.1.1.284)	MSMEI_6438	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GFZ9	I7GFZ9	I7GFZ9_MYCS2	unreviewed	NUDIX hydrolase	MSMEI_6440	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGK7	I7GGK7	I7GGK7_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR (EC 1.1.1.-)	MSMEI_6448	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNP3	I7FNP3	I7FNP3_MYCS2	unreviewed	Nitroreductase	MSMEI_6449	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG03	I7GG03	I7GG03_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_6450	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6Q0	A0R6Q0	Y6630_MYCS2	reviewed	Uncharacterized protein MSMEG_6630	MSMEG_6630 MSMEI_6451	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R6Q2	A0R6Q2	A0R6Q2_MYCS2	unreviewed	Phosphoribosyl-dephospho-CoA transferase MdcG (EC 2.7.7.61)	mdcG MSMEG_6631	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FNP6	I7FNP6	I7FNP6_MYCS2	unreviewed	Beta subunit of malonate decarboxylase (EC 6.4.1.3)	MSMEI_6454	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGK9	I7GGK9	I7GGK9_MYCS2	unreviewed	Superoxide dismutase (EC 1.15.1.1)	sodB MSMEI_6458	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBB8	I7GBB8	I7GBB8_MYCS2	unreviewed	Transcriptional regulator, GntR family	MSMEI_6461	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNQ4	I7FNQ4	I7FNQ4_MYCS2	unreviewed	Citrate (Pro-3S)-lyase (EC 4.1.3.-)	MSMEI_6464	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG09	I7GG09	I7GG09_MYCS2	unreviewed	Transcriptional regulator, XRE family	MSMEI_6465	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBC1	I7GBC1	I7GBC1_MYCS2	unreviewed	2-methylcitrate dehydratase 1 (EC 4.2.1.79)	MSMEI_6466	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6R9	A0R6R9	A0R6R9_MYCS2	unreviewed	Pyruvate carboxylase (EC 6.4.1.1)	pyc MSMEG_6648	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GG10	I7GG10	I7GG10_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6470	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBD4	I7GBD4	I7GBD4_MYCS2	unreviewed	O-methyltransferase Omt	omt MSMEI_6481	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVG4	I7FVG4	I7FVG4_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_6482	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6T3	A0R6T3	A0R6T3_MYCS2	unreviewed	C5-O-methyltransferase	MSMEG_6663	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R6T4	A0R6T4	A0R6T4_MYCS2	unreviewed	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	MSMEG_6664	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GG15	I7GG15	I7GG15_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6485	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGM0	I7GGM0	I7GGM0_MYCS2	unreviewed	Amidase (EC 3.5.1.4)	MSMEI_6493	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG20	I7GG20	I7GG20_MYCS2	unreviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19)	gabT MSMEI_6505	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBF0	I7GBF0	I7GBF0_MYCS2	unreviewed	Acyl CoA dehydrogenase (EC 1.3.8.6)	MSMEI_6506	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVI2	I7FVI2	I7FVI2_MYCS2	unreviewed	Aldehyde dehydrogenase (EC 1.2.1.-)	MSMEI_6507	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG21	I7GG21	I7GG21_MYCS2	unreviewed	Peptidase C26	MSMEI_6510	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNU4	I7FNU4	I7FNU4_MYCS2	unreviewed	Transcriptional regulator, GntR family	MSMEI_6519	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGM8	I7GGM8	I7GGM8_MYCS2	unreviewed	Esterase	MSMEI_6528	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6Z0	A0R6Z0	A0R6Z0_MYCS2	unreviewed	Epoxide hydrolase	MSMEG_6720	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GG28	I7GG28	I7GG28_MYCS2	unreviewed	Para-aminobenzoate synthase (EC 4.1.3.27)	MSMEI_6540	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6Z4	A0R6Z4	A0R6Z4_MYCS2	unreviewed	ABC-type cobalt transport system	MSMEG_6724	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FVL1	I7FVL1	I7FVL1_MYCS2	unreviewed	ABC transporter related protein	MSMEI_6542	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGN1	I7GGN1	I7GGN1_MYCS2	unreviewed	ABC transporter, permease protein	MSMEI_6543	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNW3	I7FNW3	I7FNW3_MYCS2	unreviewed	Amino acid permease-associated region	MSMEI_6544	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R6Z9	A0R6Z9	A0R6Z9_MYCS2	unreviewed	Putative oxidoreductase YdbC (EC 1.-.-.-)	MSMEG_6730	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FVL5	I7FVL5	I7FVL5_MYCS2	unreviewed	Transcriptional regulator, XRE family	MSMEI_6547	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGN2	I7GGN2	I7GGN2_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_6548	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R703	A0R703	A0R703_MYCS2	unreviewed	Hydrolase, carbon-nitrogen family protein	MSMEG_6733	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GBJ1	I7GBJ1	I7GBJ1_MYCS2	unreviewed	GntR-family transcriptional regulator	MSMEI_6556	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGN4	I7GGN4	I7GGN4_MYCS2	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	MSMEI_6558	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R711	A0R711	A0R711_MYCS2	unreviewed	Antar domain protein	MSMEG_6741	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R713	A0R713	A0R713_MYCS2	unreviewed	Lactoylglutathione lyase	MSMEG_6743	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FVM6	I7FVM6	I7FVM6_MYCS2	unreviewed	Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein	MSMEI_6562	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGN5	I7GGN5	I7GGN5_MYCS2	unreviewed	Transcriptional regulator, GntR family	MSMEI_6563	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNY1	I7FNY1	I7FNY1_MYCS2	unreviewed	Oxidoreductase, aldo/keto reductase family	MSMEI_6564	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG36	I7GG36	I7GG36_MYCS2	unreviewed	Zinc-binding oxidoreductase (EC 1.6.5.5)	MSMEI_6565	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBK0	I7GBK0	I7GBK0_MYCS2	unreviewed	ABC transporter related protein	MSMEI_6566	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGN6	I7GGN6	I7GGN6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6568	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R722	A0R722	A0R722_MYCS2	unreviewed	Glucanase (EC 3.2.1.-)	MSMEG_6752	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GBK4	I7GBK4	I7GBK4_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_6571	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVN2	I7FVN2	I7FVN2_MYCS2	unreviewed	MaoC-like dehydratase	MSMEI_6572	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGN7	I7GGN7	I7GGN7_MYCS2	unreviewed	Isoflavone reductase	MSMEI_6573	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FNY9	I7FNY9	I7FNY9_MYCS2	unreviewed	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK MSMEI_6574	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG39	I7GG39	I7GG39_MYCS2	unreviewed	Transcriptional regulator IclR	MSMEI_6575	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVN6	I7FVN6	I7FVN6_MYCS2	unreviewed	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK MSMEI_6577	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R737	A0R737	A0R737_MYCS2	unreviewed	Mycocerosic acid synthase (EC 2.3.1.111)	MSMEG_6767	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R738	A0R738	A0R738_MYCS2	unreviewed	Halogenase	MSMEG_6768	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R742	A0R742	A0R742_MYCS2	unreviewed	Homoserine O-acetyltransferase	MSMEG_6772	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R746	A0R746	A0R746_MYCS2	unreviewed	Transcriptional regulator, LysR family protein	MSMEG_6776	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GBM6	I7GBM6	I7GBM6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6596	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVQ2	I7FVQ2	I7FVQ2_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6597	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGP2	I7GGP2	I7GGP2_MYCS2	unreviewed	Phenazine biosynthesis protein PhzF	MSMEI_6598	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG50	I7GG50	I7GG50_MYCS2	unreviewed	Integral membrane protein	MSMEI_6600	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R754	A0R754	A0R754_MYCS2	unreviewed	Beta-lactamase	MSMEG_6784	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0R756	A0R756	LERI_MYCS2	reviewed	L-erythrulose-1-phosphate isomerase (EC 5.3.1.33)	lerI tpiA MSMEG_6785 MSMEI_6603	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R757	A0R757	DERI2_MYCS2	reviewed	D-erythrulose-4-phosphate isomerase 2 (EC 5.3.1.34)	derI2 MSMEG_6787 MSMEI_6604	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R758	A0R758	LERK_MYCS2	reviewed	L-erythrulose 1-kinase (EC 2.7.1.209)	lerK MSMEG_6788 MSMEI_6605	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GGP4	I7GGP4	I7GGP4_MYCS2	unreviewed	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	MSMEI_6608	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R763	A0R763	A0R763_MYCS2	unreviewed	Uncharacterized protein	MSMEG_6793	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FVR4	I7FVR4	I7FVR4_MYCS2	unreviewed	LacI-family transcriptional regulator (EC 5.1.1.1)	MSMEI_6617	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R769	A0R769	A0R769_MYCS2	unreviewed	Phosphoribulokinase/uridine kinase	MSMEG_6800	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7GG59	I7GG59	I7GG59_MYCS2	unreviewed	ABC transporter related protein	MSMEI_6620	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVR7	I7FVR7	I7FVR7_MYCS2	unreviewed	Periplasmic binding protein/LacI transcriptional regulator (EC 3.6.3.17)	MSMEI_6622	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FP39	I7FP39	I7FP39_MYCS2	unreviewed	Excinuclease ABC	MSMEI_6624	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVS5	I7FVS5	I7FVS5_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6632	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FP48	I7FP48	I7FP48_MYCS2	unreviewed	Twin-arginine translocation pathway signal	MSMEI_6634	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBQ7	I7GBQ7	I7GBQ7_MYCS2	unreviewed	Putative conserved alanine rich lipoprotein LppW	lppW MSMEI_6641	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVT5	I7FVT5	I7FVT5_MYCS2	unreviewed	Transcriptional regulator, HxlR family	MSMEI_6647	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FP70	I7FP70	I7FP70_MYCS2	unreviewed	Aminotransferase class-III (EC 4.1.1.64)	MSMEI_6659	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG78	I7GG78	I7GG78_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_6665	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBS8	I7GBS8	I7GBS8_MYCS2	unreviewed	LysR-family transcriptional regulator	MSMEI_6666	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG82	I7GG82	I7GG82_MYCS2	unreviewed	Epoxide hydrolase (EC 3.3.2.9)	MSMEI_6675	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R7C5	A0R7C5	A0R7C5_MYCS2	unreviewed	Oxidoreductase	MSMEG_6859	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FP91	I7FP91	I7FP91_MYCS2	unreviewed	TetR family transcriptional regulator	MSMEI_6679	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GG84	I7GG84	I7GG84_MYCS2	unreviewed	Class II aldolase/adducin	MSMEI_6680	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GBU3	I7GBU3	I7GBU3_MYCS2	unreviewed	Transcriptional regulator IclR	MSMEI_6681	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R7D4	A0R7D4	A0R7D4_MYCS2	unreviewed	Regulatory protein	MSMEG_6869	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FPA1	I7FPA1	I7FPA1_MYCS2	unreviewed	Mandelate racemase/muconate lactonizing enzyme (EC 4.2.1.40)	MSMEI_6689	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FVX0	I7FVX0	I7FVX0_MYCS2	unreviewed	Aldehyde Dehydrogenase	MSMEI_6692	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGR5	I7GGR5	I7GGR5_MYCS2	unreviewed	Endoribonuclease L-PSP (EC 3.5.99.5)	MSMEI_6693	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7GGR6	I7GGR6	I7GGR6_MYCS2	unreviewed	Extracellular ligand-binding receptor	MSMEI_6698	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FPB9	I7FPB9	I7FPB9_MYCS2	unreviewed	Transcriptional regulator, HxlR family	MSMEI_6704	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R7F6	A0R7F6	RL9_MYCS2	reviewed	50S ribosomal protein L9	rplI MSMEG_6894 MSMEI_6710	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R7F7	A0R7F7	RS182_MYCS2	reviewed	30S ribosomal protein S18 2	rpsR2 rpsR1 MSMEG_6895 MSMEI_6711	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0R7F9	A0R7F9	RS6_MYCS2	reviewed	30S ribosomal protein S6	rpsF MSMEG_6897 MSMEI_6713	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7GG99	I7GG99	I7GG99_MYCS2	unreviewed	Conserved transmembrane protein	MSMEI_6715	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R7G2	A0R7G2	PBP1A_MYCS2	reviewed	Penicillin-binding protein 1A [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	ponA1 MSMEG_6900 MSMEI_6716	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7FVZ1	I7FVZ1	I7FVZ1_MYCS2	unreviewed	Uncharacterized protein	MSMEI_6717	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R7G4	A0R7G4	A0R7G4_MYCS2	unreviewed	Putative membrane protein	MSMEG_6902	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FPD4	I7FPD4	I7FPD4_MYCS2	unreviewed	Transcriptional regulator, PadR family	MSMEI_6719	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0R7G6	A0R7G6	INO1_MYCS2	reviewed	Inositol-3-phosphate synthase (IPS) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase)	ino1 MSMEG_6904 MSMEI_6720	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
